iteration,exploitability
0,0.8000000000000002
1,0.7079982082547476
2,0.7175600897622612
3,0.6643800032835973
4,0.6303014083953066
5,0.5883302932595849
6,0.49051712254404717
7,0.41250775734342926
8,0.37155718818589734
9,0.33459913884734327
10,0.30185195958988675
11,0.26616832293049464
12,0.23374293959375203
13,0.20254466002896448
14,0.17634349131059326
15,0.15626074831970688
16,0.1388246867287662
17,0.12386855607117617
18,0.11171404256023094
19,0.10159802871995766
20,0.09267116379072604
21,0.08468723325249207
22,0.07734267078611454
23,0.07130582233010996
24,0.06589678879609677
25,0.06099990003029001
26,0.056572063657868654
27,0.05258963081409966
28,0.04924730732626057
29,0.04617288483054552
30,0.043306268959968156
31,0.040636553283465195
32,0.038140193731834304
33,0.0357908975308588
34,0.03359940017828643
35,0.031793806128887665
36,0.030113008435630986
37,0.028554758366547372
38,0.027110386909263023
39,0.025771187743634127
40,0.02450562248869589
41,0.023350784574435027
42,0.022356870947914574
43,0.021417651545048294
44,0.02052875537899801
45,0.01970032569326912
46,0.018938378786813724
47,0.018224959288641367
48,0.01752942626491469
49,0.0168394613952837
50,0.016164732579655706
51,0.015589600874862171
52,0.015028581813027426
53,0.014487688636240316
54,0.013970801144970834
55,0.013478265863292607
56,0.013006734915914975
57,0.012550252462389819
58,0.012103245953159661
59,0.011720753886948732
60,0.011349811765128812
61,0.010981199724426363
62,0.010614812836333965
63,0.01025746304845583
64,0.009917175007088951
65,0.0095985209033903
66,0.009301055871459032
67,0.009020085182299568
68,0.008748868206039585
69,0.00848150380566687
70,0.008218640103568901
71,0.007998161743064917
72,0.007796906384601768
73,0.007596697198507292
74,0.0074044053277246
75,0.007226053887424724
76,0.007061022976159843
77,0.00690689998794626
78,0.006758012825255871
79,0.006608410610349877
80,0.006453587642984695
81,0.006292948938831804
82,0.006155607932551006
83,0.006027779228009504
84,0.005899712339146546
85,0.005770788353715637
86,0.005642231152209763
87,0.0055158291272997
88,0.0053924103222879015
89,0.005271491060728453
90,0.005151295877298895
91,0.0050290721542394145
92,0.004902357070417116
93,0.004768579983238796
94,0.004638649113505637
95,0.004527814519553886
96,0.004428792865536043
97,0.00433216308123114
98,0.004239496835052663
99,0.004151585045761048
100,0.004068385543657881
101,0.003988788041092775
102,0.0039118425175054955
103,0.0038366024219561408
104,0.0037622444447321744
105,0.0036883518327526827
106,0.0036153672712555826
107,0.0035593136388553104
108,0.003512897268631533
109,0.0034695410710980576
110,0.0034271009763623015
111,0.0033837149839243633
112,0.003338057937781496
113,0.003289676250546566
114,0.003239211410847423
115,0.003187246405388737
116,0.0031346645635149397
117,0.0030819813056320827
118,0.0030291468020838723
119,0.0029757826060951113
120,0.002921216736687573
121,0.0028656482603130846
122,0.002810470308165289
123,0.002771395166346815
124,0.0027299910202252097
125,0.002685622316680243
126,0.0026389145552460176
127,0.002591013192689373
128,0.0025426393395500436
129,0.0024945619719531297
130,0.002447779628122302
131,0.0024030664134266928
132,0.0023606311593656094
133,0.002320085447842277
134,0.002280679606277686
135,0.002241721009886466
136,0.0022092395498053167
137,0.0021832475961202583
138,0.0021574680342083237
139,0.002131088521167022
140,0.002104087182540405
141,0.0020771184497478373
142,0.0020511310844886
143,0.002026981964265295
144,0.0020048861442485306
145,0.0019844907418916902
146,0.0019651834567159503
147,0.001945950340244707
148,0.0019256485974446288
149,0.0019034043267453537
150,0.0018787524048547658
151,0.0018519152443658151
152,0.0018238800326209467
153,0.001801339164209743
154,0.001782218994280714
155,0.001761732253986913
156,0.0017402839362020807
157,0.0017183873149973512
158,0.001696560477861501
159,0.0016748070512098367
160,0.0016529334772187347
161,0.0016307320170738432
162,0.0016079577187333258
163,0.0015843599517298284
164,0.0015597659968938336
165,0.00153416577517239
166,0.0015077982661189642
167,0.001481163205703441
168,0.0014622592155520836
169,0.0014448316474147366
170,0.0014281820162124416
171,0.001411894447108159
172,0.0013957471518817044
173,0.0013797033178133133
174,0.0013638270821456958
175,0.0013482129221533612
176,0.0013329990427559059
177,0.0013181477799152062
178,0.0013036819989241197
179,0.001289618361478574
180,0.001275930150474129
181,0.0012625774443779736
182,0.0012495066525965242
183,0.0012366907171680599
184,0.0012244949648816583
185,0.0012128816542151225
186,0.0012049550431777526
187,0.001199900709418751
188,0.001193392653401358
189,0.001185247341215074
190,0.0011756683016633253
191,0.0011650713409802425
192,0.001153951781854819
193,0.0011425412819676306
194,0.001131038495303948
195,0.0011195821906491998
196,0.0011082099405152178
197,0.0010968518098538986
198,0.0010853588672233789
199,0.0010735364193225328
200,0.0010611931653840704
201,0.0010482082935599395
202,0.0010380244341742274
203,0.0010290969722182163
204,0.0010194910354324746
205,0.0010088951784491956
206,0.0009972318819891535
207,0.0009846838583588758
208,0.0009716317909240499
209,0.0009585420994974721
210,0.000945926870710627
211,0.000934059531304978
212,0.0009231631830989397
213,0.0009130566156920239
214,0.0009036328074587412
215,0.0008947042325621604
216,0.0008860297064404261
217,0.0008773429721870181
218,0.0008683791043369157
219,0.0008589718979417557
220,0.0008491459469249669
221,0.0008391185262680034
222,0.0008303144436806663
223,0.0008251253071171792
224,0.0008196514734641697
225,0.0008140130041229003
226,0.0008084901621855491
227,0.0008033903001609145
228,0.0007990026341660637
229,0.0007953461385626465
230,0.0007922156355676879
231,0.0007892762075294836
232,0.0007861424767471789
233,0.0007824689703815835
234,0.0007780286602708992
235,0.000772731956969714
236,0.0007665975269017318
237,0.0007597151752795235
238,0.0007522282948104696
239,0.0007450102160265794
240,0.0007406702566773837
241,0.0007363776669595614
242,0.0007319338579645071
243,0.0007272015838619161
244,0.0007221255679399047
245,0.0007167111367126532
246,0.0007109930746204391
247,0.0007050038952120461
248,0.0006988084803854415
249,0.0006923562548590596
250,0.0006855797007182576
251,0.0006784436249825231
252,0.0006831296960290235
253,0.0006877661543386517
254,0.0006822655279629187
255,0.0006667930223456311
256,0.0006422240311872493
257,0.0006307055944120713
258,0.0006226886831581287
259,0.000614894362683802
260,0.0006079734460108893
261,0.0006022880662116474
262,0.000598737221516629
263,0.0005950408103732074
264,0.0005911293403751025
265,0.0005869622636539495
266,0.0005826466618840663
267,0.0005783147243276531
268,0.0005740309192942692
269,0.0005697987880595203
270,0.000565639748072847
271,0.0005615956943576575
272,0.0005577156139344733
273,0.000554049112619305
274,0.0005506408805215143
