iteration,exploitability
0,0.8000000000000002
1,0.7353532081048051
2,0.7502574077057294
3,0.7851322412145336
4,0.6821698096335291
5,0.676519061455276
6,0.5815703175589915
7,0.494863454215831
8,0.4707513774953937
9,0.43210603325423713
10,0.38093577784737975
11,0.35764118930837496
12,0.33283479097442525
13,0.27326688240520147
14,0.21963138189594117
15,0.2023383345591726
16,0.17412924901143467
17,0.14928637096022876
18,0.1308791315406711
19,0.11884492402897366
20,0.10252709745144993
21,0.09128931249418235
22,0.10615831356893225
23,0.07718304005871766
24,0.07213200099383726
25,0.06349105000979396
26,0.05916311943827608
27,0.05426184542422505
28,0.04910953247156659
29,0.04401126875520396
30,0.03872743478643896
31,0.035118835405444415
32,0.03318039193325133
33,0.030620547725889735
34,0.02813944864357979
35,0.02616876583078192
36,0.02801961738063897
37,0.031037864895292977
38,0.02723712353823518
39,0.023400407497006538
40,0.021082486378085213
41,0.01865002802914799
42,0.016379270284571472
43,0.014501829848829174
44,0.013108463393463984
45,0.01253780950662782
46,0.012017138584635993
47,0.011619156301550155
48,0.010990811107951479
49,0.010230245899263626
50,0.00943215896274547
51,0.008763010609276749
52,0.008542016469061664
53,0.008212493289320562
54,0.008022575175176627
55,0.007499630984097317
56,0.0070972879783972685
57,0.006603369375105137
58,0.006423918529568042
59,0.0057113834070743955
60,0.006557691994741773
61,0.007341150476506795
62,0.007221870510240801
63,0.0061941894480898926
64,0.0048595962733283034
65,0.0046370252509434435
66,0.004498760449831935
67,0.0041055714508884435
68,0.004078452580558119
69,0.004599075778493982
70,0.004877995269429926
71,0.004653576322300276
72,0.0045650807934147315
73,0.004854878925429058
74,0.004913057854227215
75,0.004481080416970393
76,0.004332751840784928
77,0.004222619873434904
78,0.0045864210770482
79,0.0045502350685205735
80,0.004036644954181003
81,0.004102230000157827
82,0.003958666884930756
83,0.003771218089375651
84,0.003479647679521016
85,0.003119689013193701
86,0.0028681148420422343
87,0.003250773761677866
88,0.00341093104197979
89,0.003747051341515865
90,0.004083768551010878
91,0.004079641988352886
92,0.0038739249419422177
93,0.0036891156527815807
94,0.0036049283931658374
95,0.0034749918292498612
96,0.003175244837809882
97,0.0030773886232413803
98,0.00318483857024625
99,0.003367715030495318
100,0.003652160670894118
101,0.0037351585729166804
102,0.0036458551295805077
103,0.0033156881869693716
104,0.0031240606680358715
105,0.002905779105763811
106,0.0026848114597352816
107,0.0023450197862149706
108,0.0022299203752143464
109,0.00229055893321547
110,0.0027901525730804084
111,0.0030652926387125605
112,0.003191296467086728
113,0.003188740678976015
114,0.00325704264685486
115,0.0033170469648097535
116,0.003370563242531651
117,0.0032396353221153915
118,0.0029804105157149137
119,0.00262198511515253
120,0.002201866603924592
121,0.002111192891590936
122,0.0022478983148348335
123,0.0024486788195384164
124,0.002615601371878682
125,0.0027268862758166963
126,0.002834269746419517
127,0.002936758535206138
128,0.003108618365789087
129,0.0030846955638026575
130,0.002898330600447358
131,0.0025734932321367626
132,0.002133203936348369
133,0.0015728320858059315
134,0.0014336401284706806
135,0.0016991312162876857
136,0.001931433948981878
137,0.0021623056315547527
138,0.002482548998340549
139,0.0028094568367776785
140,0.0030975715167414464
141,0.0032106721345408055
142,0.003160103595403048
143,0.0029782437461594417
144,0.0026856285900120898
145,0.0022829601790189924
146,0.0017789831579053722
147,0.0012610785243197748
148,0.0013468306413670853
149,0.001497074066391126
150,0.001641412213157778
151,0.0018105920863072194
152,0.002082324928236879
153,0.0024204926028024007
154,0.0027070319188029703
155,0.002850301302007927
156,0.0028348117321402733
157,0.0026637084720948965
158,0.0023556399275984955
159,0.0019416610225732331
160,0.0014611482168252698
161,0.0009523306344601799
162,0.0007628215233112175
163,0.00093789119657415
164,0.0012644789377370459
165,0.0016180448619345811
166,0.002047113410070806
167,0.00240591739260274
168,0.002679248588906339
169,0.002831217434926585
170,0.0028374087481268695
171,0.002693884086075792
172,0.0024194257503138508
173,0.0020505933266605917
174,0.001631862926252199
